#   strain  accessions  host    date
107	England/3/2013	KM210278	human	2013-02-10
108	England/2/2013	KM015348	human	2013-02-10
109	England/4/2013	KM210277	human	2013-02-13
110	Riyadh_4_2013	KJ156952	human	2013-03-01
111	Munich/AbuDhabi/2013	KF192507	human	2013-03-22
112	Al-Hasa_2_2013	KF186566	human	2013-04-21
113	Al-Hasa_3_2013	KF186565	human	2013-04-22
114	UAE-FRA1_1627-2013_BAL	KJ361500	human	2013-04-26
115	Al-Hasa_4_2013	KF186564	human	2013-05-01
116	Al-Hasa_7_2013	KF600623, KF600655	human	2013-05-01
117	Al-Hasa_8_2013	KF600618, KF600626, KF600635, KF600638	human	2013-05-01
118	Al-Hasa_25_2013	KJ156866	human	2013-05-02
119	Al-Hasa_11_2013	KF600629, KF600636, KF600646	human	2013-05-03
120	Al-Hasa_12_2013	KF600627	human	2013-05-07
121	Al-Hasa_14_2013	KF600615, KF600643	human	2013-05-08
122	Al-Hasa_1_2013	KF186567	human	2013-05-09
123	Al-Hasa_15_2013	KF600645	human	2013-05-11
124	Al-Hasa_16_2013	KF600644	human	2013-05-12
125	Buraidah_1_2013	KF600630	human	2013-05-13
126	Al-Hasa_23_2013	KJ156860, KJ156894, KJ156929, KJ156923, KJ156862	human	2013-05-13
127	Al-Hasa_17_2013	KF600647	human	2013-05-15
128	Al-Hasa_19_2013	KF600632	human	2013-05-23
129	Al-Hasa_18_2013	KF600651	human	2013-05-23
130	Al-Hasa_21_2013	KF600634	human	2013-05-30
131	Hafr-Al-Batin_1_2013	KF600628	human	2013-06-04
132	Wadi-Ad-Dawasir_1_2013	KJ156881	human	2013-06-12
133	Taif_1_2013	KJ156949	human	2013-06-12
134	Taif_2_2013	KJ156896, KJ156876	human	2013-06-12
135	Taif_3_2013	KJ156938, KJ156897, KJ156922, KJ156868, KJ156921, KJ156915,
KJ156906	human	2013-06-13
136	Al-Hasa_26_2013	KJ156882, KJ156941, KJ156872	human	2013-06-18
137	Al-Hasa_27_2013	KJ156943, KJ156939	human	2013-06-19
138	Al-Hasa_28_2013	KJ156887, KJ156940, KJ156889, KJ156893, KJ156884, KJ156930,
KJ156928, KJ156909	human	2013-06-22
139	Riyadh_6_2013	KJ156879, KJ156947, KJ156890, KJ156908, KJ156927	human	2013-07-02
140	Riyadh_5_2013	KJ156944	human	2013-07-02
141	Riyadh_7_2013	KJ156937, KJ156905	human	2013-07-15
142	Riyadh_8_2013	KJ156880, KJ156942	human	2013-07-17
143	Riyadh_9_2013	KJ156869	human	2013-07-17
144	Hafr-Al-Batin_2_2013	KJ156910	human	2013-08-05
145	Asir_2_2013	KJ156863, KJ156899, KJ156912, KJ156900, KJ156898, KJ156945,
KJ156932	human	2013-08-05
146	Riyadh_11_2013	KJ156946, KJ156911	human	2013-08-06
147	Riyadh_12_2013	KJ156926, KJ156901	human	2013-08-08
148	Riyadh_13_2013	KJ156888, KJ156873	human	2013-08-13
149	Riyadh_14_2013	KJ156934	human	2013-08-15
150	Hafr-Al-Batin_4_2013	KJ156931, KJ156895, KJ156864, KJ156861	human	2013-08-25
151	Hafr-Al-Batin_5_2013	KJ156951, KJ156924, KJ156954, KJ156913	human	2013-08-25
152	Riyadh_17_2013	KJ156918, KJ156920, KJ156865	human	2013-08-26
153	Hafr-Al-Batin_6_2013	KJ156874	human	2013-08-28
154	Riyadh_10_2013	KJ156891, KJ156936, KJ156907	human	2013-09-05
155	Madinah_3b_2013	KJ156950, KJ156916	human	2013-09-11
156	Qatar3	KF961221	human	2013-10-13
157	Qatar4	KF961222	human	2013-10-17
158	Oman_2285_2013	KT156560	human	2013-10-28
159	Jeddah-1	KF958702	human	2013-11-05
160	AbuDhabi_UAE_9_2013	KP209312	human	2013-11-15
161	Oman_2874_2013	KT156561	human	2013-12-28
162	AbuDhabi/Gayathi_UAE_2_2014	KP209310	human	2014-03-07
163	Jeddah_C7569/KSA	KM027256	human	2014-04-03
164	Jeddah_C7149/KSA	KM027255	human	2014-04-05
165	Jeddah_C7770/KSA	KM027257	human	2014-04-07
166	AbuDhabi_UAE_8_2014	KP209306	human	2014-04-07
167	AbuDhabi_UAE_16_2014	KP209308	human	2014-04-10
168	AbuDhabi_UAE_18_2014	KP209307	human	2014-04-10
169	Jeddah_C8826/KSA	KM027258	human	2014-04-12
170	AbuDhabi_UAE_26_2014	KP209313	human	2014-04-13
171	Jeddah_C9055/KSA	KM027259	human	2014-04-14
172	Makkah_C9355/KSA/Makkah	KM027261	human	2014-04-15
173	AbuDhabi_UAE_33_2014	KP209311	human	2014-04-17
174	AbuDhabi_UAE_30_2014	KP209309	human	2014-04-19
175	Jeddah_C10306/KSA	KM027260	human	2014-04-21
176	Riyadh_2014KSA_683/KSA/2014	KM027262	human	2014-04-22
177	Riyadh-KKUH-90b		human	2014-04-24
178	Riyadh-KKUH-105		human	2014-04-25
179	Riyadh-KKUH-104		human	2014-04-25
180	KFMC-1	KT121580	human	2014-04-28
181	KFMC-8	KT121579	human	2014-04-30
182	Indiana/USA-1_SaudiArabia_2014	KJ813439	human	2014-04-30
183	KFMC-10	KT121578	human	2014-05-01
184	KFMC-7	KT121581	human	2014-05-03
185	Riyadh-KKUH-291		human	2014-05-06
186	KFMC-9	KT121574	human	2014-05-07
187	KFMC-3	KT121573	human	2014-05-09
188	Florida/USA-2_SaudiArabia_2014	KJ829365	human	2014-05-10
189	KFMC-2	KT121577	human	2014-05-11
190	KFMC-4	KT121575	human	2014-05-12
191	KFMC-5	KT121572	human	2014-05-12
192	Riyadh-KKUH-368		human	2014-05-13
193	KFMC-6	KT121576	human	2014-05-18
194	Riyadh_2014KSA_158/KSA/2014	KM027281	human	2014-05-20
195	Jeddah-KFH-285TA		human	2014-06-03
196	Jeddah-KFH-605TD		human	2014-06-09
197	Jeddah-KFH-668TD		human	2014-06-09
198	Jeddah-KFH-899NF		human	2014-06-16
199	Jeddah-KFH-949NSG1		human	2014-06-18
200	Riyadh-KKUH-643		human	2014-11-02
201	Taif/KSA-7032/2014	KU710264	human	2014-11-04
202	Riyadh-KKUH-665		human	2014-11-19
203	Riyadh-KSA-2049/2015	KR011266	human	2015-01-06
204	Riyadh-KSA-2343/2015	KR011264	human	2015-01-21
205	Riyadh-KSA-2345/2015	KR011263	human	2015-01-21
206	Riyadh-KSA-2466/2015	KR011265	human	2015-01-26
207	Kharj-KSA-2599/2015	KT806052	human	2015-02-02
208	Kharj-KSA-2598/2015	KT806053	human	2015-02-02
209	Riyadh-KSA-2716/2015	KT806051	human	2015-02-05
210	Khobar-KSA-6736/2015	KT806048	human	2015-02-07
211	Jeddah-KSA-C20843/2015	KT806044	human	2015-02-09
212	Jeddah-KSA-C20860/2015	KT806055	human	2015-02-10
213	Riyadh_KSA_2959_2015	KT026453	human	2015-02-10
214	Riyadh-KSA-3065/2015	KT806050	human	2015-02-12
215	Najran-KSA-C20915/2015	KT806054	human	2015-02-13
216	Riyadh-KSA-3181/2015	KT806049	human	2015-02-15
217	Riyadh_KKUH_0734		human	2015-02-18
218	Jeddah-KSA-C21271/2015	KT806045	human	2015-02-22
219	Riyadh_KKUH_0755		human	2015-02-23
220	Riyadh_KKUH_0756		human	2015-02-23
221	Riyadh_KKUH_0780		human	2015-02-25
222	Riyadh_KKUH_0801		human	2015-02-27
223	Riyadh_KKUH_0826		human	2015-02-28
224	Riyadh_KKUH_0818		human	2015-02-28
225	Riyadh_KSA_4050_2015	KT026454	human	2015-03-01
226	Riyadh_KKUH_0944		human	2015-03-02
227	Riyadh_KKUH_0939		human	2015-03-02
228	Riyadh_KKUH_1080		human	2015-03-03
229	Riyadh_KKUH_1066		human	2015-03-03
230	Riyadh_KKUH_1145		human	2015-03-04
231	Riyadh_KKUH_1217		human	2015-03-04
232	Riyadh_KKUH_1461		human	2015-03-08
233	Riyadh_KKUH_1470		human	2015-03-08
234	Riyadh_KKUH_1522		human	2015-03-09
235	Germany3/UAE-Dubai/Abu-Dhabi		human	2015-03-11
236	Hufuf-KSA-9158/2015	KT806047	human	2015-03-27
237	Hufuf-KSA-11002/2015	KT806046	human	2015-05-10
238	KOR/KNIH/002_05_2015	KT029139	human	2015-05-20
239	ChinaGD01	KT036372	human	2015-05-28
240	KOR/Seoul/014-2015	KX034093	human	2015-05-30
241	KOREA/Seoul/014-1-2015	KT374052	human	2015-05-31
242	KOREA/Seoul/035-1-2015	KT374054	human	2015-06-03
243	KOR/Seoul/066-2015	KX034095	human	2015-06-04
244	Korea/Seoul/SNU1-035/2015	KU308549	human	2015-06-08
245	KOR/CNUH_SNU/030_06_2015	KT868868	human	2015-06-08
246	KOR/CNUH_SNU/024_06_2015	KT868867	human	2015-06-08
247	KOR/CNUH_SNU/054_06_2015	KT868871	human	2015-06-09
248	KOR/CNUH_SNU/038_06_2015	KT868870	human	2015-06-10
249	KOR/CNUH_SNU/148_06_2015	KT868876	human	2015-06-10
250	KOR/CNUH_SNU/122_06_2015	KT868875	human	2015-06-10
251	KOR/CNUH_SNU/082_06_2015	KT868872	human	2015-06-10
252	KOR/CNUH_SNU/085_06_2015	KT868873	human	2015-06-10
253	KOR/CNUH_SNU/016_06_2015	KT868865	human	2015-06-11
254	KOR/CNUH_SNU/023_06_2015	KT868866	human	2015-06-11
255	KOR/CNUH_SNU/031_06_2015	KT868869	human	2015-06-11
256	KOR/CNUH_SNU/110_06_2015	KT868874	human	2015-06-11
257	KOR/Seoul/050-1-2015	KX034094	human	2015-06-11
258	THA/CU/17_06_2015	KT225476	human	2015-06-17
259	KOR/Seoul/077-2-2015	KX034096	human	2015-06-17
260	KOR/Seoul/080-3-2015	KX034097	human	2015-06-17
261	KOREA/Seoul/163-1-2015	KT374051	human	2015-06-19
262	KOREA/Seoul/168-1-2015	KT374056	human	2015-06-21
263	KOR/Seoul/162-1-2015	KX034098	human	2015-06-22
264	KOR/CNUH_SNU/172_06_2015	KT868877	human	2015-06-22
265	KOR/Seoul/169-2015	KX034099	human	2015-06-26
266	KOR/Seoul/177-3-2015	KX034100	human	2015-07-03
267	Jeddah-KSA-3RS2702/2015	KU851859	human	2015-07-12
268	Riyadh-KSA-16120/2015	KU851861	human	2015-08-24
269	Riyadh-KSA-16117/2015	KU851862	human	2015-08-24
270	Riyadh-KSA-16121/2015	KU851860	human	2015-08-24
271	Riyadh-KSA-16098/2015	KU851864	human	2015-08-24
272	Riyadh-KSA-16077/2015	KU851863	human	2015-08-27
273	Jordan_1_2015	KU233363	human	2015-09-17
274	Jordan_10_2015	KU233362	human	2015-09-17
